hotel_name,city,state,property_type,star_rating,review_rating,review_count,price,distance_to_landmark_km,nearest_landmark,has_wifi,has_parking,has_pool,has_ac,has_breakfast,has_fitness_center,has_spa,has_restaurant,has_bar,pet_friendly,kid_friendly,wheelchair_accessible,has_hot_tub,has_airport_shuttle,has_room_service,source_dataset
The Park Indore,indore,Madhya Pradesh,Hotel,5.0,4.7,,6272.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Pride Hotel & Convention Centre Indore,indore,Madhya Pradesh,Hotel,4.0,4.1,,3807.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Pride Hotel & Convention Centre Indore,indore,Madhya Pradesh,Hotel,4.0,4.1,,3273.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Solaris,indore,Madhya Pradesh,Hotel,3.0,4.0,,2259.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Sayaji Hotel Indore,indore,Madhya Pradesh,Hotel,5.0,4.4,,5111.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Best Western Plus Indore,indore,Madhya Pradesh,Hotel,4.0,4.2,,3424.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Fairfield by Marriott Indore,indore,Madhya Pradesh,Hotel,4.0,4.2,,4770.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Jalsa Resort & Banquets,indore,Madhya Pradesh,Hotel,,4.3,,2921.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Radisson Blu Hotel Indore,indore,Madhya Pradesh,Hotel,5.0,4.5,,6266.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Indore Marriott Hotel,indore,Madhya Pradesh,Hotel,5.0,4.4,,6721.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Sheraton Grand Palace Indore,indore,Madhya Pradesh,Hotel,5.0,4.3,,7280.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Jardin Hotels,indore,Madhya Pradesh,Hotel,,4.2,,2508.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"WOW Crest, Indore - IHCL SeleQtions",indore,Madhya Pradesh,Hotel,,4.3,,5878.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Effotel by Sayaji,indore,Madhya Pradesh,Hotel,4.0,4.3,,4090.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
"Hotel Meritel Grande, Indore",indore,Madhya Pradesh,Hotel,,4.9,,1384.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Vrindavan Palace,indore,Madhya Pradesh,Hotel,,4.4,,1871.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Shri Niwas,indore,Madhya Pradesh,Hotel,2.0,3.7,,1289.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
JMC HOTEL S GRANDE INDORE,indore,Madhya Pradesh,Hotel,3.0,4.6,,2239.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
The Park Indore,indore,Madhya Pradesh,Hotel,5.0,4.7,,5018.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
My Special House,indore,Madhya Pradesh,Hotel,,2.9,,1020.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Astha Lakshmi Tourist Homestay,indore,Madhya Pradesh,Hotel,,4.5,,1428.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Treebo Trend Grand Euro,indore,Madhya Pradesh,Hotel,,4.7,,2570.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Sayaji Hotel Indore,indore,Madhya Pradesh,Hotel,5.0,4.4,,5874.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Trident Hotel Jaipur,jaipur,Rajasthan,Hotel,5.0,4.4,,14160.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
The Lalit Jaipur,jaipur,Rajasthan,Hotel,5.0,4.4,,12389.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,jaipur,Rajasthan,Hotel,3.0,4.4,,2724.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Moustache Jaipur,jaipur,Rajasthan,Hotel,2.0,4.4,,1039.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Chokhi Dhani Resort,jaipur,Rajasthan,Hotel,5.0,4.3,,10029.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Holiday Inn Jaipur City Centre, an IHG Hotel",jaipur,Rajasthan,Hotel,5.0,4.5,,14190.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,jaipur,Rajasthan,Hotel,4.0,4.3,,5585.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Jaipur Marriott Hotel,jaipur,Rajasthan,Hotel,5.0,4.5,,7840.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
"Devi Ratn, Jaipur – IHCL SeleQtions",jaipur,Rajasthan,Hotel,5.0,4.5,,16992.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,google
The Lalit Jaipur,jaipur,Rajasthan,Hotel,5.0,4.4,,7381.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Rajasthan Palace,jaipur,Rajasthan,Hotel,3.0,4.7,,5479.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
WelcomHeritage Traditional Haveli,jaipur,Rajasthan,Hotel,5.0,4.5,,4704.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hilton Jaipur,jaipur,Rajasthan,Hotel,5.0,4.4,,6885.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Lemon Tree Premier, Jaipur",jaipur,Rajasthan,Hotel,4.0,4.3,,3920.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Grand Lotus Inn,jaipur,Rajasthan,Hotel,3.0,4.7,,1489.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
"Jai Mahal Palace, Jaipur",jaipur,Rajasthan,Hotel,5.0,4.7,,34173.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Chokhi Dhani Resort,jaipur,Rajasthan,Hotel,5.0,4.3,,8388.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Dera Jaipur,jaipur,Rajasthan,Hotel,,4.5,,8400.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Blue Beds Jaipur,jaipur,Rajasthan,Hotel,3.0,4.4,,1858.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,google
Hotel Royal Orchid Jaipur,jaipur,Rajasthan,Hotel,5.0,4.3,,6011.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Ginger Jaipur,jaipur,Rajasthan,Hotel,3.0,4.1,,3135.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Pride Amber Vilas Resort & Convention Centre,jaipur,Rajasthan,Hotel,4.0,4.2,,7951.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Sureli Haveli Jaipur,jaipur,Rajasthan,Hotel,,3.8,,1415.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
ibis Nashik,nashik,Maharashtra,Hotel,2.0,4.4,,2911.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,google
Treebo Trend Abode,nashik,Maharashtra,Hotel,3.0,4.0,,3271.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Birla Ayurveda Stay Centre,nashik,Maharashtra,Hotel,,4.1,,1482.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
ibis Nashik,nashik,Maharashtra,Hotel,2.0,4.4,,2872.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,google
Raghunandan Resort,nashik,Maharashtra,Hotel,,4.2,,2195.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
The Emerald Park,nashik,Maharashtra,Hotel,3.0,4.0,,3190.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
The Gateway Hotel Ambad Nashik,nashik,Maharashtra,Hotel,5.0,4.6,,12980.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,google
"Enrise by Sayaji - Nashik, Best Banquet Hotel",nashik,Maharashtra,Hotel,,4.2,,3489.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,google
"Hotel Royale Heritage, Nashik",nashik,Maharashtra,Hotel,3.0,3.8,,1242.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,google
Courtyard by Marriott Nashik,nashik,Maharashtra,Hotel,5.0,4.4,,9735.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Ginger Nashik,nashik,Maharashtra,Hotel,3.0,3.8,,3518.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Hotel Panchavati Yatri,nashik,Maharashtra,Hotel,2.0,4.0,,1934.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Caves County,nashik,Maharashtra,Hotel,,4.1,,4021.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Rama Heritage,nashik,Maharashtra,Hotel,3.0,4.1,,2746.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
PANCHAVATI ELITE INN,nashik,Maharashtra,Hotel,3.0,3.6,,2071.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",nashik,Maharashtra,Hotel,2.0,3.8,,4434.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Shakuntala Farms - Rustic Farmstay with Modern Comforts,nashik,Maharashtra,Hotel,,4.9,,4745.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Grand Rio,nashik,Maharashtra,Hotel,4.0,4.5,,4016.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",nashik,Maharashtra,Hotel,,4.2,,3870.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Shriram Guest House,nashik,Maharashtra,Hotel,,3.0,,618.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Quality Inn Regency,nashik,Maharashtra,Hotel,3.0,3.8,,3210.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Treebo Trend The Utsav, Nashik",nashik,Maharashtra,Hotel,,4.6,,2968.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Itsy by Treebo - Oasis Pride,nashik,Maharashtra,Hotel,,4.0,,2217.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Best Western Bliss,kanpur,Uttar Pradesh,Hotel,3.0,4.1,,3300.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
MVR Grand Hotel,kanpur,Uttar Pradesh,Hotel,,4.4,,3744.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
The Landmark Towers,kanpur,Uttar Pradesh,Hotel,5.0,4.4,,6719.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Red Orchid Hotel Kanpur,kanpur,Uttar Pradesh,Hotel,,4.3,,2335.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Best Western Bliss,kanpur,Uttar Pradesh,Hotel,3.0,4.1,,3300.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Kartar Yatri Niwas,kanpur,Uttar Pradesh,Hotel,,4.1,,627.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Vijay Intercontinental,kanpur,Uttar Pradesh,Hotel,5.0,4.1,,4452.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Moon And Mars Resort,kanpur,Uttar Pradesh,Hotel,,4.3,,4242.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Status club business Hotel,kanpur,Uttar Pradesh,Hotel,3.0,3.9,,2395.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,google
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,kanpur,Uttar Pradesh,Hotel,,4.2,,1826.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel The Novelty,kanpur,Uttar Pradesh,Hotel,,4.8,,1800.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Little Chef Hotel,kanpur,Uttar Pradesh,Hotel,3.0,4.3,,3679.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",kanpur,Uttar Pradesh,Hotel,,4.2,,2600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
THE VILLA,kanpur,Uttar Pradesh,Hotel,3.0,3.9,,3133.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
Hotel Sant Villa,kanpur,Uttar Pradesh,Hotel,1.0,3.2,,533.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Status Club & Resort,kanpur,Uttar Pradesh,Hotel,3.0,4.3,,4040.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
The Deep Hotel,kanpur,Uttar Pradesh,Hotel,3.0,4.0,,2072.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
THE ROYAL ORCHID HOTEL | Hotels in Kanpur,kanpur,Uttar Pradesh,Hotel,,4.1,,3280.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Little Chef Hotel,kanpur,Uttar Pradesh,Hotel,3.0,4.3,,3679.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,kanpur,Uttar Pradesh,Hotel,,4.2,,2560.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
The Altius Boutique Hotel,chandigarh,Chandigarh,Hotel,4.0,4.0,,4435.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Oyster,chandigarh,Chandigarh,Hotel,3.0,4.0,,3528.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Emerald Chandigarh,chandigarh,Chandigarh,Hotel,3.0,4.2,,1765.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,google
Hotel Aroma Chandigarh,chandigarh,Chandigarh,Hotel,3.0,4.3,,3035.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
The Altius Boutique Hotel,chandigarh,Chandigarh,Hotel,4.0,4.0,,3003.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel The Yellow,chandigarh,Chandigarh,Hotel,,4.1,,1651.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Royal Park 22,chandigarh,Chandigarh,Hotel,3.0,4.3,,2231.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,google
Hotel City Palace,chandigarh,Chandigarh,Hotel,,3.4,,461.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
"The Fern Residency, Chandigarh",chandigarh,Chandigarh,Hotel,3.0,4.0,,4077.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Wyndham Chandigarh Mohali,chandigarh,Chandigarh,Hotel,,4.6,,10636.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Hotel City Heart Premium,chandigarh,Chandigarh,Hotel,3.0,3.8,,2036.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Hotel Pride,chandigarh,Chandigarh,Hotel,2.0,4.5,,1407.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
The Regent hotel,chandigarh,Chandigarh,Hotel,3.0,3.5,,1950.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Chandigarh Beckons,chandigarh,Chandigarh,Hotel,3.0,4.2,,2808.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Taj Chandigarh,chandigarh,Chandigarh,Hotel,5.0,4.4,,15337.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
The Piccadily Hotel,chandigarh,Chandigarh,Hotel,4.0,4.1,,4656.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Amara Hotel,chandigarh,Chandigarh,Hotel,3.0,4.1,,2533.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Hotel Landmark Chandigarh,chandigarh,Chandigarh,Hotel,2.0,3.8,,1976.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,google
Hotel Park Inn,chandigarh,Chandigarh,Hotel,3.0,4.1,,3506.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Kapoor's Homestay Chandigarh,chandigarh,Chandigarh,Hotel,,3.2,,2580.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Natures Blessing,chandigarh,Chandigarh,Hotel,,4.9,,2528.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Parkview,chandigarh,Chandigarh,Hotel,,4.0,,2398.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hotel Icon,chandigarh,Chandigarh,Hotel,4.0,4.2,,5544.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
The Guwahati Address,guwahati,Assam,Hotel,4.0,4.3,,6720.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
Treebo Trend Umal Homestay,guwahati,Assam,Hotel,3.0,4.5,,2572.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
"Radisson Blu Hotel, Guwahati",guwahati,Assam,Hotel,5.0,4.5,,7153.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,google
Exotic Villa Homestay,guwahati,Assam,Hotel,,4.3,,1026.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,google
Vivanta Guwahati,guwahati,Assam,Hotel,5.0,4.4,,9781.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,google
"The Greenwood Resort, Guwahati",guwahati,Assam,Hotel,3.0,4.3,,7111.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Novotel Guwahati GS Road,guwahati,Assam,Hotel,5.0,4.6,,8623.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Ginger Guwahati,guwahati,Assam,Hotel,3.0,3.8,,3358.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,google
A P Home's,guwahati,Assam,Hotel,,4.4,,1306.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Mahalaxmi Home Stay,guwahati,Assam,Hotel,,4.3,,710.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,google
The Ornate,guwahati,Assam,Hotel,3.0,4.2,,4017.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,google
Gibbon Backpackers Hostel,guwahati,Assam,Hotel,,4.5,,782.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Pragati Manor,guwahati,Assam,Hotel,3.0,4.1,,4451.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,google
The Rhino,guwahati,Assam,Hotel,,4.0,,1371.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
Hiltop Lodge,guwahati,Assam,Hotel,,3.8,,1166.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,google
